from_currency_code,from_currency_name,to_currency_code,to_currency_name,exchange_rate,last_refreshed,time_zone
JPY,Japanese Yen,USD,United States Dollar,0.00886533,2018-09-27 11:31:33,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.3130941,2018-09-27 11:45:02,UTC
EUR,Euro,USD,United States Dollar,1.1709602,2018-09-27 11:45:32,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00886242,2018-09-27 11:46:02,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0298343,2018-09-27 11:46:33,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.3146996,2018-09-27 12:00:02,UTC
EUR,Euro,USD,United States Dollar,1.170686,2018-09-27 12:00:33,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0298767,2018-09-27 12:01:03,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00886211,2018-09-27 12:01:33,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00885873,2018-09-27 12:15:02,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0295374,2018-09-27 12:15:32,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.3157202,2018-09-27 12:16:02,UTC
EUR,Euro,USD,United States Dollar,1.1710973,2018-09-27 12:16:32,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00885551,2018-09-27 12:30:02,UTC
EUR,Euro,USD,United States Dollar,1.1697274,2018-09-27 12:30:33,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0279605,2018-09-27 12:31:03,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.3147688,2018-09-27 12:31:33,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0270209,2018-09-27 12:45:02,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00885316,2018-09-27 12:45:32,UTC
EUR,Euro,USD,United States Dollar,1.1684973,2018-09-27 12:46:03,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.3130424,2018-09-27 12:46:33,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0272847,2018-09-27 13:00:02,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00884784,2018-09-27 13:00:33,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.3125943,2018-09-27 13:01:03,UTC
EUR,Euro,USD,United States Dollar,1.167815,2018-09-27 13:01:33,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.31287,2018-09-27 13:15:02,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0266836,2018-09-27 13:15:32,UTC
EUR,Euro,USD,United States Dollar,1.1680878,2018-09-27 13:16:02,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00884533,2018-09-27 13:16:32,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.3123015,2018-09-27 13:30:02,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0263779,2018-09-27 13:30:32,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00884643,2018-09-27 13:31:03,UTC
EUR,Euro,USD,United States Dollar,1.1682243,2018-09-27 13:31:33,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00884588,2018-09-27 13:45:02,UTC
EUR,Euro,USD,United States Dollar,1.1680878,2018-09-27 13:45:33,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.3118712,2018-09-27 13:46:03,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0264727,2018-09-27 13:46:33,UTC
JPY,Japanese Yen,USD,United States Dollar,0.0088447,2018-09-27 14:00:02,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.3129389,2018-09-27 14:00:32,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0266519,2018-09-27 14:01:03,UTC
EUR,Euro,USD,United States Dollar,1.1686338,2018-09-27 14:01:33,UTC
EUR,Euro,USD,United States Dollar,1.1693171,2018-09-27 14:15:02,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00884517,2018-09-27 14:15:32,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.3134736,2018-09-27 14:16:03,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0263779,2018-09-27 14:16:33,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.3133874,2018-09-27 14:30:02,UTC
EUR,Euro,USD,United States Dollar,1.1697274,2018-09-27 14:30:32,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0262305,2018-09-27 14:31:02,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00884189,2018-09-27 14:31:32,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00883595,2018-09-27 14:45:02,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.3127838,2018-09-27 14:45:32,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0252941,2018-09-27 14:46:02,UTC
EUR,Euro,USD,United States Dollar,1.168907,2018-09-27 14:46:32,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.3118539,2018-09-27 15:00:02,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00883127,2018-09-27 15:00:32,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0249577,2018-09-27 15:01:02,UTC
EUR,Euro,USD,United States Dollar,1.1679515,2018-09-27 15:01:33,UTC
EUR,Euro,USD,United States Dollar,1.1669973,2018-09-27 15:15:03,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0236148,2018-09-27 15:15:33,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.3101523,2018-09-27 15:16:03,UTC
JPY,Japanese Yen,USD,United States Dollar,0.0088269,2018-09-27 15:16:33,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0236357,2018-09-27 15:30:02,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.3105301,2018-09-27 15:30:32,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00882784,2018-09-27 15:31:02,UTC
EUR,Euro,USD,United States Dollar,1.1674061,2018-09-27 15:31:33,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0228714,2018-09-27 15:45:02,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00881889,2018-09-27 15:45:32,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.3100494,2018-09-27 15:46:03,UTC
EUR,Euro,USD,United States Dollar,1.1671335,2018-09-27 15:46:33,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00881943,2018-09-27 16:00:02,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.3102897,2018-09-27 16:00:32,UTC
EUR,Euro,USD,United States Dollar,1.1674061,2018-09-27 16:01:03,UTC
CHF,Swiss Franc,USD,United States Dollar,1.022976,2018-09-27 16:01:33,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0234576,2018-09-27 16:15:02,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00881834,2018-09-27 16:15:33,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.3107533,2018-09-27 16:16:03,UTC
EUR,Euro,USD,United States Dollar,1.1680878,2018-09-27 16:16:33,UTC
EUR,Euro,USD,United States Dollar,1.1683608,2018-09-27 16:30:02,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.3108393,2018-09-27 16:30:33,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0232064,2018-09-27 16:31:03,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00881858,2018-09-27 16:31:33,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.310805,2018-09-27 16:45:02,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00881764,2018-09-27 16:45:32,UTC
EUR,Euro,USD,United States Dollar,1.1683608,2018-09-27 16:46:03,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0236882,2018-09-27 16:46:33,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.3101867,2018-09-27 17:00:02,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00881508,2018-09-27 17:00:32,UTC
EUR,Euro,USD,United States Dollar,1.1676786,2018-09-27 17:01:03,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0227668,2018-09-27 17:01:33,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.3095862,2018-09-27 17:15:02,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00881663,2018-09-27 17:15:32,UTC
EUR,Euro,USD,United States Dollar,1.1669973,2018-09-27 17:16:03,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0232064,2018-09-27 17:16:33,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.3096375,2018-09-27 17:30:02,UTC
EUR,Euro,USD,United States Dollar,1.1671335,2018-09-27 17:30:32,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00881694,2018-09-27 17:31:03,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0230075,2018-09-27 17:31:33,UTC
EUR,Euro,USD,United States Dollar,1.16670458,2018-09-27 17:45:03,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0229447,2018-09-27 17:45:33,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.309672,2018-09-27 17:46:03,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00882161,2018-09-27 17:46:34,UTC
EUR,Euro,USD,United States Dollar,1.1668612,2018-09-27 18:00:02,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00881795,2018-09-27 18:00:32,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.3099808,2018-09-27 18:01:02,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0230912,2018-09-27 18:01:32,UTC
EUR,Euro,USD,United States Dollar,1.1660448,2018-09-27 18:15:02,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00881912,2018-09-27 18:15:32,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0229865,2018-09-27 18:16:02,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.308832,2018-09-27 18:16:32,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00881935,2018-09-27 18:30:02,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.3087807,2018-09-27 18:30:32,UTC
EUR,Euro,USD,United States Dollar,1.1660448,2018-09-27 18:31:02,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0231959,2018-09-27 18:31:33,UTC
EUR,Euro,USD,United States Dollar,1.1659088,2018-09-27 18:45:02,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.3084894,2018-09-27 18:45:32,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00881865,2018-09-27 18:46:03,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0233738,2018-09-27 18:46:33,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0228924,2018-09-27 19:00:02,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00881671,2018-09-27 19:00:32,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.3089005,2018-09-27 19:01:03,UTC
EUR,Euro,USD,United States Dollar,1.1661807,2018-09-27 19:01:33,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00881865,2018-09-27 19:15:02,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0228819,2018-09-27 19:15:33,UTC
EUR,Euro,USD,United States Dollar,1.1646867,2018-09-27 19:16:03,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.3078904,2018-09-27 19:16:33,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00881819,2018-09-27 19:30:02,UTC
CHF,Swiss Franc,USD,United States Dollar,1.02373,2018-09-27 19:30:32,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.3085238,2018-09-27 19:31:02,UTC
EUR,Euro,USD,United States Dollar,1.1657729,2018-09-27 19:31:33,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.3083353,2018-09-27 19:45:02,UTC
EUR,Euro,USD,United States Dollar,1.1649581,2018-09-27 19:45:32,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0242858,2018-09-27 19:46:03,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00882114,2018-09-27 19:46:33,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00882075,2018-09-27 20:00:02,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.3082498,2018-09-27 20:00:32,UTC
EUR,Euro,USD,United States Dollar,1.1653653,2018-09-27 20:01:02,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0242229,2018-09-27 20:01:33,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.3079076,2018-09-27 20:15:02,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00881865,2018-09-27 20:15:32,UTC
EUR,Euro,USD,United States Dollar,1.1649581,2018-09-27 20:16:02,UTC
CHF,Swiss Franc,USD,United States Dollar,1.023772,2018-09-27 20:16:32,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0238034,2018-09-27 20:30:02,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00882021,2018-09-27 20:30:32,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.3078904,2018-09-27 20:31:02,UTC
EUR,Euro,USD,United States Dollar,1.1648223,2018-09-27 20:31:32,UTC
CHF,Swiss Franc,USD,United States Dollar,1.023751,2018-09-27 20:45:02,UTC
EUR,Euro,USD,United States Dollar,1.1645511,2018-09-27 20:45:32,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00881881,2018-09-27 20:46:02,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.3077024,2018-09-27 20:46:32,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00882208,2018-09-27 21:00:03,UTC
EUR,Euro,USD,United States Dollar,1.1642799,2018-09-27 21:00:33,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.3079932,2018-09-27 21:01:03,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0234576,2018-09-27 21:01:33,UTC
EUR,Euro,USD,United States Dollar,1.1645511,2018-09-27 21:15:02,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00881896,2018-09-27 21:15:32,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0233634,2018-09-27 21:16:03,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.3077879,2018-09-27 21:16:33,UTC
EUR,Euro,USD,United States Dollar,1.1642799,2018-09-27 21:30:02,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.3080102,2018-09-27 21:30:32,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0233738,2018-09-27 21:31:03,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00881959,2018-09-27 21:31:33,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.3076681,2018-09-27 21:45:02,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00881795,2018-09-27 21:45:33,UTC
EUR,Euro,USD,United States Dollar,1.1642799,2018-09-27 21:46:03,UTC
CHF,Swiss Franc,USD,United States Dollar,1.023332,2018-09-27 21:46:33,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.3080444,2018-09-27 22:00:02,UTC
EUR,Euro,USD,United States Dollar,1.1642799,2018-09-27 22:00:33,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00881826,2018-09-27 22:01:03,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0232587,2018-09-27 22:01:33,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0233634,2018-09-27 22:15:02,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.3075485,2018-09-27 22:15:32,UTC
EUR,Euro,USD,United States Dollar,1.1638733,2018-09-27 22:16:02,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00881826,2018-09-27 22:16:32,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.3075656,2018-09-27 22:30:02,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00881826,2018-09-27 22:30:32,UTC
EUR,Euro,USD,United States Dollar,1.1640089,2018-09-27 22:31:03,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0236462,2018-09-27 22:31:33,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.3074801,2018-09-27 22:45:02,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0237405,2018-09-27 22:45:32,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00881928,2018-09-27 22:46:03,UTC
EUR,Euro,USD,United States Dollar,1.1641443,2018-09-27 22:46:33,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0235834,2018-09-27 23:00:02,UTC
EUR,Euro,USD,United States Dollar,1.1638733,2018-09-27 23:00:32,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.3075485,2018-09-27 23:01:02,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00881858,2018-09-27 23:01:33,UTC
EUR,Euro,USD,United States Dollar,1.1640089,2018-09-27 23:15:02,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00881819,2018-09-27 23:15:32,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0234576,2018-09-27 23:16:02,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.3074288,2018-09-27 23:16:32,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00881803,2018-09-27 23:30:02,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.3073434,2018-09-27 23:30:32,UTC
EUR,Euro,USD,United States Dollar,1.1637379,2018-09-27 23:31:02,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0236148,2018-09-27 23:31:33,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0236357,2018-09-27 23:45:02,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.3075314,2018-09-27 23:45:32,UTC
EUR,Euro,USD,United States Dollar,1.1637379,2018-09-27 23:46:03,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00882005,2018-09-27 23:46:33,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00881896,2018-09-28 00:00:02,UTC
EUR,Euro,USD,United States Dollar,1.1640089,2018-09-28 00:00:32,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.3077365,2018-09-28 00:01:02,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0234053,2018-09-28 00:01:32,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00881959,2018-09-28 00:15:02,UTC
CHF,Swiss Franc,USD,United States Dollar,1.023112,2018-09-28 00:15:32,UTC
EUR,Euro,USD,United States Dollar,1.1641443,2018-09-28 00:16:03,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.307634,2018-09-28 00:16:33,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.3078563,2018-09-28 00:30:02,UTC
EUR,Euro,USD,United States Dollar,1.1644155,2018-09-28 00:30:32,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00882044,2018-09-28 00:31:02,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0232482,2018-09-28 00:31:33,UTC
EUR,Euro,USD,United States Dollar,1.1644155,2018-09-28 00:45:02,UTC
JPY,Japanese Yen,USD,United States Dollar,0.0088157,2018-09-28 00:45:32,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0233738,2018-09-28 00:46:02,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.3078735,2018-09-28 00:46:32,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00881562,2018-09-28 01:00:02,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0236987,2018-09-28 01:00:32,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.307959,2018-09-28 01:01:02,UTC
EUR,Euro,USD,United States Dollar,1.1645511,2018-09-28 01:01:32,UTC
EUR,Euro,USD,United States Dollar,1.1646867,2018-09-28 01:15:01,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0235205,2018-09-28 01:15:32,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.3078904,2018-09-28 01:16:02,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00880499,2018-09-28 01:16:32,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00880491,2018-09-28 01:30:02,UTC
EUR,Euro,USD,United States Dollar,1.1645511,2018-09-28 01:30:32,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.3078392,2018-09-28 01:31:02,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0236462,2018-09-28 01:31:32,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00880747,2018-09-28 01:45:02,UTC
EUR,Euro,USD,United States Dollar,1.1648223,2018-09-28 01:45:32,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.3074118,2018-09-28 01:46:02,UTC
CHF,Swiss Franc,USD,United States Dollar,1.023531,2018-09-28 01:46:32,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00880863,2018-09-28 02:00:02,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0236357,2018-09-28 02:00:32,UTC
EUR,Euro,USD,United States Dollar,1.1646867,2018-09-28 02:01:02,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.3081472,2018-09-28 02:01:32,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00880716,2018-09-28 02:15:02,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.3080102,2018-09-28 02:15:32,UTC
CHF,Swiss Franc,USD,United States Dollar,1.023552,2018-09-28 02:16:03,UTC
EUR,Euro,USD,United States Dollar,1.1648223,2018-09-28 02:16:33,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00880429,2018-09-28 02:30:02,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.3080958,2018-09-28 02:30:32,UTC
EUR,Euro,USD,United States Dollar,1.1650938,2018-09-28 02:31:02,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0237615,2018-09-28 02:31:32,UTC
EUR,Euro,USD,United States Dollar,1.1650938,2018-09-28 02:45:02,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00880475,2018-09-28 02:45:32,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.3081814,2018-09-28 02:46:03,UTC
CHF,Swiss Franc,USD,United States Dollar,1.023835,2018-09-28 02:46:33,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00880669,2018-09-28 03:00:02,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0239607,2018-09-28 03:00:32,UTC
EUR,Euro,USD,United States Dollar,1.1650938,2018-09-28 03:01:03,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.3081814,2018-09-28 03:01:33,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0241704,2018-09-28 03:15:02,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00880669,2018-09-28 03:15:32,UTC
EUR,Euro,USD,United States Dollar,1.1652296,2018-09-28 03:16:02,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.307976,2018-09-28 03:16:32,UTC
EUR,Euro,USD,United States Dollar,1.1650938,2018-09-28 03:30:02,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0238558,2018-09-28 03:30:33,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.3079418,2018-09-28 03:31:03,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00880592,2018-09-28 03:31:33,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0239607,2018-09-28 03:45:02,UTC
EUR,Euro,USD,United States Dollar,1.1650938,2018-09-28 03:45:32,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00881119,2018-09-28 03:46:03,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.3080102,2018-09-28 03:46:33,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00880902,2018-09-28 04:00:02,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0239083,2018-09-28 04:00:32,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.3078392,2018-09-28 04:01:02,UTC
EUR,Euro,USD,United States Dollar,1.1650938,2018-09-28 04:01:32,UTC
EUR,Euro,USD,United States Dollar,1.1650938,2018-09-28 04:15:02,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0238978,2018-09-28 04:15:33,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.3084552,2018-09-28 04:16:03,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00881298,2018-09-28 04:16:33,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.3083012,2018-09-28 04:30:02,UTC
EUR,Euro,USD,United States Dollar,1.1648223,2018-09-28 04:30:32,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0240445,2018-09-28 04:31:02,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00880987,2018-09-28 04:31:32,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00880801,2018-09-28 04:45:02,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.307634,2018-09-28 04:45:32,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0238558,2018-09-28 04:46:02,UTC
EUR,Euro,USD,United States Dollar,1.1641443,2018-09-28 04:46:32,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0241599,2018-09-28 05:00:02,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00880871,2018-09-28 05:00:32,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.3084894,2018-09-28 05:01:02,UTC
EUR,Euro,USD,United States Dollar,1.1649581,2018-09-28 05:01:32,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.3080102,2018-09-28 05:15:02,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00880592,2018-09-28 05:15:32,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0240445,2018-09-28 05:16:03,UTC
EUR,Euro,USD,United States Dollar,1.1645511,2018-09-28 05:16:33,UTC
EUR,Euro,USD,United States Dollar,1.1648223,2018-09-28 05:30:02,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0241809,2018-09-28 05:30:32,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00880607,2018-09-28 05:31:02,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.3081642,2018-09-28 05:31:33,UTC
JPY,Japanese Yen,USD,United States Dollar,0.0088098,2018-09-28 05:45:02,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0242648,2018-09-28 05:45:32,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.3086607,2018-09-28 05:46:03,UTC
EUR,Euro,USD,United States Dollar,1.1648223,2018-09-28 05:46:33,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.3088149,2018-09-28 06:00:02,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0244117,2018-09-28 06:00:32,UTC
EUR,Euro,USD,United States Dollar,1.1652296,2018-09-28 06:01:02,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00881259,2018-09-28 06:01:32,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.30813,2018-09-28 06:15:01,UTC
EUR,Euro,USD,United States Dollar,1.1641443,2018-09-28 06:15:32,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0242438,2018-09-28 06:16:02,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00880693,2018-09-28 06:16:32,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.3078563,2018-09-28 06:30:02,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00881282,2018-09-28 06:30:32,UTC
EUR,Euro,USD,United States Dollar,1.1634672,2018-09-28 06:31:02,UTC
CHF,Swiss Franc,USD,United States Dollar,1.02373,2018-09-28 06:31:32,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00881873,2018-09-28 06:45:02,UTC
EUR,Euro,USD,United States Dollar,1.1627907,2018-09-28 06:45:32,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0241389,2018-09-28 06:46:02,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.3074459,2018-09-28 06:46:33,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00881795,2018-09-28 07:00:02,UTC
EUR,Euro,USD,United States Dollar,1.1630613,2018-09-28 07:00:32,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.3069503,2018-09-28 07:01:02,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0235834,2018-09-28 07:01:32,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0244851,2018-09-28 07:15:02,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.3070699,2018-09-28 07:15:32,UTC
